,policy_id,auto_year,num_insurers_past_5_years,policy_state_or,collision_type_side,num_witnesses,collision_type_na,total_claim_amount,driver_relationship_self,injury_claim,incident_month,driver_relationship_child,incident_dow,incident_type_breakin,num_injuries,policy_deductable,num_claims_past_year,authorities_contacted_ambulance,driver_relationship_spouse,collision_type_front,incident_severity,incident_day,incident_type_collision,incident_type_theft,policy_state_wa,months_as_customer,fraud,driver_relationship_na,policy_liability,police_report_available,customer_gender_male,num_vehicles_involved,vehicle_claim,policy_state_ca,policy_state_id,policy_state_az,policy_annual_premium,customer_gender_female,incident_hour,authorities_contacted_police,authorities_contacted_none,collision_type_rear,authorities_contacted_fire,policy_state_nv,customer_age,customer_education,driver_relationship_other
4522,1046,2014,1,0,0,0,1,10500.0,0,0.0,1,0,1,1,0,750,0,0,0,0,0,1,0,0,0,106,0,1,0,0,0,1,10500.0,1,0,0,2450,1,13,1,0,0,0,0,63,3,0
4523,4380,2014,1,0,0,1,0,25500.0,1,15000.0,2,0,3,0,1,750,0,0,0,1,1,14,1,0,0,220,0,0,0,1,1,2,10500.0,1,0,0,2800,0,1,1,0,0,0,0,47,4,0
4524,1056,2020,1,0,0,0,0,25000.0,1,6500.0,10,0,4,0,1,750,0,0,0,0,1,4,1,0,0,21,0,0,1,0,1,1,18500.0,1,0,0,3000,0,17,1,0,1,0,0,31,1,0
4525,1068,2016,1,0,0,1,0,12500.0,1,0.0,9,0,0,0,0,750,0,0,0,1,1,23,1,0,1,64,0,0,2,1,0,2,12500.0,0,0,0,2550,1,17,1,0,0,0,0,43,1,0
4526,4428,2019,1,0,1,0,0,41500.0,1,7000.0,10,0,2,0,1,750,0,0,0,0,2,9,1,0,0,163,0,0,0,1,1,3,34500.0,0,0,1,3000,0,7,1,0,0,0,0,40,2,0
4527,1100,2014,4,0,0,3,0,16000.0,1,0.0,11,0,6,0,0,750,0,0,0,0,1,3,1,0,0,8,0,0,1,1,1,3,16000.0,1,0,0,2600,0,18,1,0,1,0,0,38,4,0
4528,1128,2016,3,0,0,0,1,11500.0,0,0.0,1,0,1,1,0,750,0,0,0,0,0,1,0,0,0,16,0,1,0,0,1,1,11500.0,1,0,0,2900,0,3,1,0,0,0,0,25,2,0
4529,1140,2018,1,1,0,0,0,54000.0,1,36500.0,6,0,6,0,1,750,0,0,0,1,0,9,1,0,0,194,0,0,3,0,0,2,17500.0,0,0,0,2700,1,6,0,1,0,0,0,36,1,0
4530,4473,2020,1,0,1,0,0,26500.0,1,4000.0,11,0,4,0,1,750,0,0,0,0,1,1,1,0,0,172,0,0,1,1,1,3,22500.0,1,0,0,2750,0,14,1,0,0,0,0,66,3,0
4531,4583,2018,3,0,0,4,0,56500.0,1,16500.0,10,0,4,0,2,750,0,0,0,0,2,25,1,0,0,26,0,0,0,1,1,4,40000.0,1,0,0,2600,0,8,1,0,1,0,0,50,3,0
4532,2958,2016,1,0,0,0,0,9500.0,1,0.0,9,0,3,0,0,750,0,0,0,1,0,19,1,0,1,8,0,0,2,0,1,2,9500.0,0,0,0,2800,0,17,0,1,0,0,0,18,1,0
4533,4627,2015,1,0,0,0,0,24000.0,1,1500.0,6,0,3,0,1,750,0,0,0,0,1,20,1,0,0,122,0,0,0,0,1,2,22500.0,1,0,0,2750,0,13,1,0,1,0,0,50,4,0
4534,1308,2015,1,0,0,2,0,49000.0,1,16500.0,9,0,6,0,4,750,0,0,0,1,2,29,1,0,0,88,0,0,1,1,1,3,32500.0,1,0,0,3000,0,16,1,0,0,0,0,35,1,0
4535,4640,2015,2,0,0,3,0,7500.0,1,0.0,3,0,5,0,0,750,0,0,0,1,0,9,1,0,0,9,0,0,1,0,1,2,7500.0,0,0,0,3000,0,9,0,1,0,0,1,29,1,0
4536,1333,2012,1,0,0,0,0,36000.0,1,14000.0,2,0,4,0,1,750,0,0,0,0,2,22,1,0,1,133,0,0,1,0,1,1,22000.0,0,0,0,3000,0,11,0,0,1,1,0,60,3,0
4537,4667,2014,1,0,1,3,0,53500.0,0,17500.0,2,1,1,0,4,750,0,0,0,0,2,5,1,0,0,4,0,0,1,1,1,3,36000.0,0,0,0,3000,0,14,1,0,0,0,1,18,1,0
4538,4685,2017,5,0,1,1,0,24500.0,1,0.0,11,0,3,0,0,750,0,1,0,0,1,28,1,0,0,17,0,0,1,0,0,1,24500.0,1,0,0,3000,1,10,0,0,0,0,0,19,1,0
4539,3031,2019,1,1,0,0,0,19000.0,0,0.0,10,0,3,0,0,750,0,0,1,1,0,24,1,0,0,250,0,0,2,1,1,2,19000.0,0,0,0,3000,0,8,1,0,0,0,0,65,4,0
4540,4705,2019,1,0,0,3,0,35000.0,1,15000.0,1,0,4,0,1,750,0,0,0,0,1,4,1,0,0,187,0,0,0,1,0,3,20000.0,1,0,0,3000,1,10,1,0,1,0,0,68,4,0
4541,1377,2016,1,0,1,2,0,36500.0,1,0.0,7,0,5,0,0,750,0,0,0,0,2,13,1,0,1,65,0,0,1,1,0,3,36500.0,0,0,0,3000,1,5,1,0,0,0,0,31,3,0
4542,1393,2019,1,0,0,2,0,16500.0,0,0.0,10,0,0,0,0,750,1,0,0,0,0,7,1,0,0,202,0,0,0,1,0,2,16500.0,1,0,0,3000,1,4,1,0,1,0,0,72,1,1
4543,4728,2012,2,0,0,1,0,11000.0,1,0.0,7,0,1,0,0,750,0,0,0,1,1,9,1,0,1,18,0,0,1,0,1,2,11000.0,0,0,0,2550,0,23,1,0,0,0,0,49,1,0
4544,4737,2019,1,0,0,0,1,17500.0,0,0.0,2,0,1,0,0,750,0,0,0,0,1,26,0,1,0,128,0,1,0,0,0,1,17500.0,1,0,0,3000,1,11,1,0,0,0,0,44,3,0
4545,3081,2013,1,0,0,0,0,7000.0,1,0.0,2,0,4,0,0,750,0,0,0,1,1,1,1,0,0,69,0,0,1,0,1,2,7000.0,0,1,0,3000,0,14,1,0,0,0,0,27,1,0
4546,3099,2015,2,0,0,0,0,17000.0,1,3500.0,4,0,0,0,3,750,0,0,0,0,1,22,1,0,0,41,0,0,3,0,1,2,13500.0,0,0,0,3000,0,17,1,0,1,0,1,22,1,0
4547,3114,2016,4,0,1,0,0,11000.0,1,0.0,11,0,1,0,0,750,0,0,0,0,0,19,1,0,0,19,0,0,1,0,1,2,11000.0,1,0,0,3000,0,19,0,1,0,0,0,51,2,0
4548,4836,2017,2,0,0,2,0,7000.0,1,0.0,6,0,3,0,0,750,0,0,0,1,0,13,1,0,0,11,0,0,3,1,1,2,7000.0,1,0,0,3000,0,12,1,0,0,0,0,29,4,0
4549,4839,2018,1,0,0,1,0,7000.0,0,0.0,9,1,5,0,0,750,0,0,0,1,0,14,1,0,0,146,0,0,1,1,1,2,7000.0,1,0,0,3000,0,17,1,0,0,0,0,43,3,0
4550,4858,2018,3,0,0,0,1,15500.0,0,0.0,1,0,6,1,0,750,0,0,0,0,0,20,0,0,0,12,0,1,1,0,1,1,15500.0,1,0,0,3000,0,13,1,0,0,0,0,32,4,0
4551,1531,2018,1,0,0,3,0,13000.0,1,0.0,4,0,0,0,0,750,0,0,0,1,0,29,1,0,0,79,0,0,0,1,0,3,13000.0,1,0,0,3000,1,10,1,0,0,0,0,43,1,0
4552,3205,2020,1,0,0,2,0,54000.0,1,6500.0,1,0,4,0,2,750,0,0,0,1,2,18,1,0,0,91,0,0,0,1,0,2,47500.0,1,0,0,3000,1,7,1,0,0,0,0,57,3,0
4553,3223,2011,1,0,0,0,0,11000.0,1,0.0,3,0,3,0,0,900,0,0,0,0,0,21,1,0,0,206,0,0,1,0,1,2,11000.0,0,1,0,2400,0,15,0,1,1,0,0,70,4,0
4554,1617,2020,1,0,0,0,0,12500.0,1,0.0,3,0,1,0,0,750,1,0,0,1,0,5,1,0,0,255,0,0,2,1,1,2,12500.0,1,0,0,3000,0,9,1,0,0,0,0,58,4,0
4555,3279,2018,2,0,0,1,0,16500.0,1,0.0,5,0,1,0,0,750,0,0,0,1,0,14,1,0,1,41,0,0,1,0,1,2,16500.0,0,0,0,2850,0,17,0,1,0,0,0,22,1,0
4556,1627,2013,2,0,0,0,0,13500.0,1,0.0,12,0,1,0,0,750,0,0,0,0,0,17,1,0,0,46,0,0,2,0,1,1,13500.0,1,0,0,3000,0,12,0,1,1,0,0,54,3,0
4557,3318,2016,1,0,0,0,0,7000.0,1,0.0,6,0,2,0,0,750,0,0,0,1,0,5,1,0,0,63,0,0,0,0,1,2,7000.0,1,0,0,3000,0,20,0,1,0,0,0,33,1,0
4558,18,2019,1,0,0,1,0,19000.0,1,0.0,11,0,6,0,0,750,0,0,0,1,1,17,1,0,0,106,0,0,1,1,1,3,19000.0,1,0,0,2800,0,20,1,0,0,0,0,39,1,0
4559,3370,2018,1,0,0,2,0,1000.0,1,0.0,5,0,1,0,0,750,2,0,0,1,0,7,1,0,0,180,0,0,0,1,1,3,1000.0,1,0,0,3000,0,13,1,0,0,0,0,59,2,0
4560,49,2013,1,0,0,0,1,4000.0,0,0.0,12,0,6,1,0,750,0,0,0,0,0,22,0,0,0,129,0,1,1,0,1,1,4000.0,1,0,0,3000,0,18,1,0,0,0,0,51,3,0
4561,3398,2018,1,0,0,3,0,47000.0,0,15000.0,6,0,4,0,1,900,0,0,0,0,2,28,1,0,0,61,0,0,0,1,1,3,32000.0,1,0,0,3000,0,8,1,0,1,0,0,44,3,1
4562,1735,2016,2,0,0,0,0,8000.0,1,0.0,7,0,1,0,0,750,0,0,0,1,0,2,1,0,0,9,0,0,0,0,1,1,8000.0,1,0,0,3000,0,7,0,1,0,0,0,30,3,0
4563,1769,2019,1,1,0,0,0,39500.0,1,0.0,12,0,2,0,0,750,0,0,0,1,2,11,1,0,0,73,0,0,1,0,1,1,39500.0,0,0,0,3000,0,8,1,0,0,0,0,56,4,0
4564,3445,2019,1,0,0,0,0,19000.0,1,0.0,8,0,4,0,0,750,1,0,0,1,1,30,1,0,0,144,0,0,3,1,1,2,19000.0,1,0,0,3000,0,15,1,0,0,0,0,59,3,0
4565,3447,2018,2,0,0,1,0,65500.0,1,30000.0,7,0,5,0,3,750,0,0,0,1,2,6,1,0,0,44,0,0,0,1,1,3,35500.0,1,0,0,3000,0,1,1,0,0,0,0,25,3,0
4566,3457,2020,1,0,0,0,0,63000.0,0,47500.0,11,0,1,0,2,750,0,0,1,0,1,26,1,0,0,67,0,0,1,0,1,2,15500.0,1,0,0,3000,0,21,1,0,1,0,0,41,4,0
4567,1798,2012,1,0,0,4,0,36500.0,1,12000.0,6,0,1,0,4,750,0,0,0,0,2,18,1,0,0,144,0,0,3,1,1,4,24500.0,0,0,1,3000,0,19,1,0,1,0,0,56,2,0
4568,139,2018,1,0,0,1,0,43000.0,1,27000.0,4,0,2,0,3,750,0,0,0,0,1,17,1,0,0,48,0,0,1,1,0,3,16000.0,1,0,0,3000,1,8,1,0,1,0,0,25,2,0
4569,1814,2014,1,0,0,3,0,30500.0,1,5500.0,1,0,6,0,1,750,0,0,0,1,2,13,1,0,1,201,0,0,2,1,1,3,25000.0,0,0,0,3000,0,9,1,0,0,0,0,66,4,0
4570,1821,2009,1,0,0,2,0,12000.0,0,2500.0,10,0,2,0,4,750,0,0,1,1,1,9,1,0,0,99,0,0,3,1,1,3,9500.0,0,0,0,2700,0,17,1,0,0,0,1,37,1,0
4571,186,2005,1,0,0,0,0,15500.0,1,7000.0,5,0,3,0,1,750,0,0,0,1,2,30,1,0,0,114,0,0,1,1,0,3,8500.0,1,0,0,2400,1,12,1,0,0,0,0,63,1,0
4572,1909,2017,1,0,0,0,0,45500.0,1,11500.0,2,0,1,0,3,750,0,0,0,1,2,26,1,0,0,141,0,0,1,1,1,2,34000.0,1,0,0,3000,0,8,1,0,0,0,0,58,1,0
4573,1934,2019,1,0,0,0,0,12000.0,1,0.0,9,0,0,0,0,750,0,0,0,1,0,16,1,0,0,36,0,0,1,0,1,2,12000.0,0,0,1,3000,0,12,0,1,0,0,0,34,3,0
4574,1991,2019,1,0,0,0,1,20000.0,0,0.0,5,0,0,1,0,750,0,0,0,0,0,20,0,0,0,51,0,1,2,0,0,1,20000.0,1,0,0,2750,1,8,1,0,0,0,0,54,4,0
4575,348,2017,1,0,1,0,0,32000.0,1,8000.0,2,0,0,0,1,750,1,0,0,0,1,18,1,0,0,107,0,0,1,1,1,2,24000.0,0,0,0,3000,0,17,1,0,0,0,1,42,3,0
4576,2018,2016,1,0,0,0,0,8500.0,0,0.0,10,0,6,0,0,750,0,0,0,1,1,6,1,0,0,311,0,0,1,1,1,2,8500.0,0,0,1,3000,0,17,1,0,0,0,0,69,3,1
4577,377,2011,1,0,0,1,0,25000.0,0,1000.0,3,1,5,0,1,750,0,0,0,1,2,23,1,0,0,142,0,0,2,1,1,3,24000.0,0,1,0,3000,0,12,1,0,0,0,0,58,3,0
4578,378,2013,1,0,0,0,1,11000.0,0,0.0,4,0,4,1,0,750,0,0,0,0,0,5,0,0,0,229,0,1,1,0,1,1,11000.0,1,0,0,2700,0,3,1,0,0,0,0,74,3,0
4579,2052,2011,1,0,0,0,0,5500.0,1,0.0,8,0,1,0,0,750,0,0,0,1,0,20,1,0,0,138,0,0,1,0,0,2,5500.0,0,0,1,2900,1,6,0,1,0,0,0,60,1,0
4580,2079,2016,1,0,1,0,0,4000.0,1,0.0,6,0,2,0,0,750,1,0,0,0,0,19,1,0,0,90,0,0,1,0,1,2,4000.0,1,0,0,3000,0,18,0,1,0,0,0,61,3,0
4581,452,2020,1,0,0,0,0,22500.0,1,0.0,5,0,6,0,0,750,0,0,0,1,1,19,1,0,1,135,0,0,1,0,1,1,22500.0,0,0,0,3000,0,13,1,0,0,0,0,29,2,0
4582,2140,2017,1,0,0,0,0,11000.0,1,0.0,1,0,5,0,0,750,0,0,0,1,0,19,1,0,0,168,0,0,0,0,1,2,11000.0,1,0,0,3000,0,3,0,1,0,0,0,69,1,0
4583,3818,2018,1,0,0,0,0,34500.0,1,7500.0,3,0,6,0,3,750,0,0,0,0,1,10,1,0,0,84,0,0,1,0,1,2,27000.0,1,0,0,3000,0,10,1,0,1,0,0,52,3,0
4584,494,2015,1,0,0,0,0,75500.0,1,43000.0,9,0,1,0,3,750,0,0,0,1,2,24,1,0,0,103,0,0,2,1,1,3,32500.0,0,0,0,2450,0,10,1,0,0,0,1,61,3,0
4585,2182,2019,1,0,1,2,0,20000.0,1,0.0,5,0,0,0,0,750,0,0,0,0,1,20,1,0,1,76,0,0,3,1,1,2,20000.0,0,0,0,2900,0,15,1,0,0,0,0,24,3,0
4586,3858,2014,1,0,0,3,0,40000.0,0,10500.0,10,0,0,0,1,750,0,0,0,1,2,21,1,0,1,84,0,0,1,1,0,3,29500.0,0,0,0,2950,1,6,1,0,0,0,0,39,3,1
4587,529,2017,1,0,0,1,0,11000.0,1,0.0,4,0,5,0,0,750,0,0,0,1,0,6,1,0,0,92,0,0,0,0,0,2,11000.0,1,0,0,3000,1,16,0,1,0,0,0,47,2,0
4588,2236,2013,1,0,0,2,0,35500.0,1,5000.0,10,0,2,0,4,750,0,0,0,1,2,2,1,0,0,123,0,0,0,1,1,5,30500.0,1,0,0,2750,0,18,1,0,0,0,0,58,3,0
4589,3921,2018,1,0,0,0,1,16500.0,0,0.0,5,0,5,1,0,750,0,0,0,0,0,4,0,0,0,148,0,1,3,0,0,1,16500.0,1,0,0,3000,1,5,1,0,0,0,0,44,3,0
4590,2254,2017,1,0,0,0,0,39000.0,1,17500.0,6,0,3,0,2,750,0,0,0,1,1,13,1,0,0,268,0,0,1,0,0,2,21500.0,0,0,0,2900,1,15,1,0,0,0,1,52,3,0
4591,2277,2020,1,0,0,1,0,29500.0,1,5500.0,2,0,4,0,1,750,0,0,0,1,1,1,1,0,0,171,0,0,1,0,0,2,24000.0,1,0,0,3000,1,16,1,0,0,0,0,53,3,0
4592,2305,2013,1,0,0,0,1,13000.0,0,0.0,3,0,6,0,0,750,1,0,0,0,1,3,0,1,0,264,0,1,0,1,1,1,13000.0,1,0,0,3000,0,7,1,0,0,0,0,66,4,0
4593,2347,2016,1,0,0,1,0,21000.0,1,0.0,4,0,0,0,0,750,0,0,0,1,1,29,1,0,0,197,0,0,1,1,0,2,21000.0,1,0,0,2950,1,15,1,0,0,0,0,49,3,0
4594,694,2017,1,0,0,0,0,19000.0,0,0.0,11,1,4,0,0,750,0,0,0,0,0,15,1,0,1,291,0,0,1,0,1,2,19000.0,0,0,0,2800,0,9,0,1,1,0,0,73,1,0
4595,728,2017,3,0,0,0,0,25500.0,0,11500.0,1,0,5,0,1,750,0,0,1,0,0,5,1,0,0,26,0,0,1,0,1,2,14000.0,1,0,0,2900,0,9,0,1,1,0,0,33,1,0
4596,754,2020,1,0,0,2,0,38000.0,0,0.0,11,1,5,0,0,750,0,0,0,0,2,9,1,0,0,174,0,0,1,1,1,3,38000.0,0,0,1,2950,0,14,1,0,1,0,0,65,3,0
4597,2435,2016,1,0,0,0,0,23500.0,1,5500.0,10,0,0,0,2,750,0,0,0,0,1,7,1,0,0,112,0,0,1,0,1,2,18000.0,0,1,0,3000,0,21,1,0,1,0,0,33,1,0
4598,780,2012,1,0,0,0,0,52500.0,1,24500.0,6,0,3,0,1,750,0,0,0,0,2,6,1,0,0,128,0,0,3,0,0,2,28000.0,1,0,0,3000,1,4,1,0,1,0,0,49,3,0
4599,2454,2016,1,0,0,0,0,10000.0,1,0.0,8,0,6,0,0,750,0,0,0,1,0,25,1,0,0,103,0,0,1,0,1,2,10000.0,0,1,0,2850,0,18,0,1,0,0,0,55,1,0
4600,4128,2009,1,0,0,2,0,5000.0,1,0.0,11,0,3,0,0,750,0,0,0,1,0,21,1,0,1,107,0,0,2,1,1,3,5000.0,0,0,0,3000,0,5,1,0,0,0,0,41,3,0
4601,2470,2016,2,0,1,2,0,33500.0,1,0.0,9,0,1,0,0,750,0,0,0,0,2,24,1,0,0,26,0,0,0,1,1,3,33500.0,1,0,0,3000,0,9,1,0,0,0,0,36,1,0
4602,4144,2015,1,0,0,2,0,30500.0,0,15000.0,10,0,4,0,1,750,0,0,1,1,1,4,1,0,0,211,0,0,0,1,1,2,15500.0,0,0,1,2850,0,14,1,0,0,0,0,63,4,0
4603,2498,2017,3,0,0,3,0,25500.0,1,0.0,9,0,0,0,0,750,0,0,0,1,2,16,1,0,0,24,0,0,3,1,1,3,25500.0,0,0,1,2950,0,11,1,0,0,0,0,40,2,0
4604,4177,2015,1,0,0,0,0,5500.0,1,0.0,8,0,5,0,0,750,0,0,0,1,0,10,1,0,0,17,0,0,1,0,0,2,5500.0,0,1,0,2750,1,13,0,1,0,0,0,19,1,0
4605,2522,2014,1,0,1,0,0,11500.0,1,0.0,12,0,5,0,0,750,0,0,0,0,0,21,1,0,0,172,0,0,2,0,1,1,11500.0,1,0,0,3000,0,13,0,1,0,0,0,68,3,0
4606,2531,2020,1,0,0,2,0,43500.0,1,8500.0,10,0,2,0,4,750,0,1,0,1,2,30,1,0,1,83,0,0,3,0,1,2,35000.0,0,0,0,3000,0,10,0,0,0,0,0,28,3,0
4607,2546,2016,1,0,1,1,0,57000.0,1,20500.0,4,0,1,0,1,750,0,0,0,0,2,2,1,0,0,109,0,0,2,0,1,2,36500.0,0,0,0,2850,0,12,0,0,0,1,1,48,3,0
4608,883,2018,1,0,1,0,0,39500.0,0,5000.0,5,0,0,0,1,750,0,0,0,0,2,13,1,0,1,129,0,0,1,1,0,3,34500.0,0,0,0,3000,1,9,1,0,0,0,0,34,4,1
4609,888,2017,2,0,1,1,0,4500.0,1,0.0,3,0,1,0,0,750,0,0,0,0,0,12,1,0,1,50,0,0,1,1,1,3,4500.0,0,0,0,3000,0,16,1,0,0,0,0,35,3,0
4610,2573,2013,5,0,0,0,0,45000.0,1,11000.0,12,0,4,0,1,750,0,1,0,1,2,20,1,0,0,2,0,0,2,0,1,2,34000.0,1,0,0,3000,0,15,0,0,0,0,0,18,1,0
4611,908,2018,1,0,0,0,0,52000.0,0,14500.0,12,0,3,0,1,750,0,0,1,0,2,26,1,0,0,183,0,0,1,1,1,2,37500.0,0,0,0,3000,0,12,1,0,1,0,1,37,1,0
4612,2598,2010,1,0,0,0,0,25500.0,0,13500.0,5,1,1,0,1,750,0,0,0,0,1,7,1,0,0,88,0,0,0,0,1,2,12000.0,1,0,0,3000,0,13,1,0,1,0,0,32,4,0
4613,2627,2019,1,0,0,0,1,10000.0,0,0.0,10,0,5,1,0,750,0,0,0,0,0,5,0,0,0,97,0,1,1,0,1,1,10000.0,1,0,0,3000,0,5,1,0,0,0,0,39,3,0
4614,4332,2018,1,0,0,1,0,12500.0,1,0.0,1,0,1,0,0,750,0,0,0,1,1,29,1,0,0,181,0,0,1,1,1,3,12500.0,0,1,0,2800,0,7,1,0,0,0,0,54,3,0
4615,4344,2020,1,0,0,0,0,58500.0,1,15000.0,1,0,4,0,1,750,0,0,0,1,2,4,1,0,0,143,0,0,0,1,1,3,43500.0,1,0,0,2750,0,18,1,0,0,0,0,54,4,0
4616,2692,2016,1,0,0,1,0,7500.0,1,0.0,8,0,2,0,0,750,0,0,0,1,0,21,1,0,0,56,0,0,2,1,1,3,7500.0,1,0,0,2900,0,11,1,0,0,0,0,23,1,0
4617,1037,2015,1,0,0,1,0,40000.0,1,7000.0,3,0,0,0,3,750,0,0,0,1,2,4,1,0,0,64,0,0,2,0,1,2,33000.0,1,0,0,2850,0,7,0,0,0,1,0,27,1,0
4618,1042,2017,1,0,0,0,1,16500.0,0,0.0,9,0,6,0,0,750,0,0,0,0,1,8,0,1,0,112,0,1,1,0,1,1,16500.0,1,0,0,2650,0,13,1,0,0,0,0,40,3,0
4619,1043,2012,1,0,0,0,0,27000.0,1,0.0,5,0,3,0,0,750,0,0,0,1,2,23,1,0,0,124,0,0,0,0,1,2,27000.0,1,0,0,3000,0,18,1,0,0,0,0,41,3,0
4620,4425,2014,1,0,0,1,0,8000.0,1,0.0,2,0,2,0,0,750,0,0,0,1,0,6,1,0,0,132,0,0,1,0,1,2,8000.0,1,0,0,3000,0,23,0,1,0,0,0,45,3,0
4621,1098,2019,1,0,0,0,0,19500.0,1,0.0,10,0,2,0,0,750,0,0,0,1,1,23,1,0,0,36,0,0,1,0,0,2,19500.0,1,0,0,2900,1,13,1,0,0,0,0,42,2,0
4622,2780,2020,1,0,0,0,0,19500.0,1,0.0,5,0,5,0,0,750,1,0,0,1,1,18,1,0,0,142,0,0,3,1,1,3,19500.0,1,0,0,3000,0,18,1,0,0,0,0,68,3,0
4623,4453,2018,1,0,0,0,0,53000.0,0,15000.0,12,1,1,0,1,750,0,0,0,0,2,3,1,0,0,240,0,0,0,0,0,2,38000.0,1,0,0,3000,1,21,1,0,1,0,0,59,4,0
4624,1173,2009,1,0,0,0,0,7000.0,1,0.0,4,0,4,0,0,750,0,0,0,1,0,26,1,0,0,106,0,0,0,0,0,1,7000.0,1,0,0,3000,1,15,0,1,0,0,0,34,3,0
4625,4520,2014,1,0,0,3,0,29500.0,0,0.0,5,1,4,0,0,750,0,0,0,1,2,17,1,0,0,81,0,0,1,1,1,3,29500.0,0,0,1,3000,0,9,1,0,0,0,0,55,1,0
4626,1194,2014,4,0,1,0,0,16500.0,0,0.0,12,1,0,0,0,750,0,0,0,0,0,16,1,0,0,23,0,0,2,0,1,1,16500.0,1,0,0,2900,0,18,1,0,0,0,0,29,3,0
4627,2865,2018,3,0,0,0,0,11000.0,1,0.0,6,0,5,0,0,750,0,0,0,1,0,29,1,0,0,35,0,0,0,1,1,3,11000.0,1,0,0,3000,0,14,1,0,0,0,0,21,3,0
4628,4532,2019,1,0,0,2,0,12000.0,1,0.0,5,0,3,0,0,750,0,0,0,0,0,2,1,0,0,113,0,0,1,0,1,2,12000.0,1,0,0,3000,0,9,0,1,1,0,0,49,0,0
4629,4557,2018,1,0,0,0,0,31000.0,1,0.0,8,0,2,0,0,750,0,0,0,1,2,28,1,0,0,32,0,0,2,1,1,3,31000.0,1,0,0,2750,0,18,1,0,0,0,0,25,3,0
4630,4646,2016,1,0,0,0,1,9500.0,0,0.0,12,0,3,1,0,750,0,0,0,0,0,26,0,0,1,129,0,1,1,0,1,1,9500.0,0,0,0,3000,0,19,1,0,0,0,0,74,3,0
4631,1316,2018,1,0,0,0,0,9000.0,1,0.0,10,0,3,0,0,750,0,0,0,1,0,3,1,0,0,79,0,0,1,0,0,2,9000.0,1,0,0,3000,1,10,0,1,0,0,0,40,3,0
4632,2983,2013,1,0,0,1,0,41000.0,1,12000.0,1,0,3,0,2,750,0,0,0,1,2,24,1,0,0,73,0,0,2,1,0,4,29000.0,1,0,0,3000,1,19,1,0,0,0,0,34,3,0
4633,1320,2015,1,0,0,2,0,5500.0,1,0.0,10,0,1,0,0,750,0,0,0,0,0,1,1,0,0,193,0,0,2,1,0,3,5500.0,0,1,0,3000,1,5,1,0,1,0,0,51,4,0
4634,1328,2017,1,0,0,0,0,18000.0,1,3500.0,11,0,3,0,1,750,1,0,0,1,1,28,1,0,0,129,0,0,0,1,1,2,14500.0,1,0,0,3000,0,17,1,0,0,0,0,59,2,0
4635,4662,2011,2,0,0,1,0,25500.0,1,12000.0,4,0,3,0,2,750,0,0,0,0,0,18,1,0,0,54,0,0,1,1,1,4,13500.0,1,0,0,3000,0,15,1,0,1,0,0,36,1,0
4636,2995,2012,2,1,0,1,0,27500.0,1,12000.0,1,0,1,0,2,750,0,0,0,0,1,29,1,0,0,50,0,0,1,1,1,2,15500.0,0,0,0,3000,0,9,1,0,1,0,0,54,4,0
4637,4663,2012,1,0,0,0,1,17500.0,0,0.0,2,0,1,0,0,750,0,0,0,0,1,5,0,1,0,189,0,1,0,0,1,1,17500.0,1,0,0,3000,0,7,1,0,0,0,0,36,3,0
4638,1343,2009,1,0,0,0,0,10500.0,1,0.0,8,0,0,0,0,750,0,0,0,1,1,26,1,0,0,44,0,0,0,1,0,2,10500.0,1,0,0,2600,1,15,1,0,0,0,0,24,3,0
4639,1360,2019,1,0,0,2,0,3500.0,1,0.0,8,0,0,0,0,750,0,0,0,0,0,12,1,0,0,42,0,0,2,1,1,3,3500.0,0,0,1,3000,0,13,1,0,1,0,0,31,3,0
4640,3023,2012,1,0,0,0,0,6000.0,1,0.0,1,0,1,0,0,750,0,0,0,1,0,15,1,0,0,112,1,0,0,0,1,2,6000.0,0,0,1,3000,0,18,0,1,0,0,0,42,3,0
4641,4722,2020,4,0,0,0,1,11000.0,0,0.0,1,0,5,1,0,750,0,0,0,0,0,26,0,0,0,6,0,1,0,0,1,1,11000.0,1,0,0,3000,0,1,1,0,0,0,0,32,1,0
4642,1417,2009,1,0,0,2,0,5500.0,1,0.0,10,0,3,0,0,750,1,0,0,1,1,3,1,0,0,64,0,0,2,0,0,2,5500.0,1,0,0,3000,1,12,1,0,0,0,0,34,4,0
4643,1425,2017,1,0,1,2,0,3500.0,1,0.0,1,0,0,0,0,750,0,0,0,0,0,28,1,0,0,302,0,0,3,0,1,2,3500.0,1,0,0,3000,0,18,0,1,0,0,0,68,1,0
4644,4758,2015,2,0,0,0,0,30000.0,1,0.0,6,0,4,0,0,750,0,0,0,0,2,14,1,0,0,54,0,0,2,1,0,3,30000.0,1,0,0,3000,1,6,1,0,1,0,0,52,2,0
4645,1458,2019,1,0,1,0,0,21500.0,1,7500.0,11,0,1,0,1,750,0,0,0,0,1,12,1,0,0,28,0,0,0,0,0,2,14000.0,0,0,1,3000,1,12,1,0,0,0,0,61,4,0
4646,1468,2015,1,1,0,0,0,50500.0,1,25000.0,12,0,5,0,1,750,1,0,0,1,2,28,1,0,0,186,0,0,1,1,1,2,25500.0,0,0,0,3000,0,21,1,0,0,0,0,56,2,0
4647,1474,2011,1,0,1,2,0,7000.0,1,0.0,10,0,1,0,0,750,0,0,0,0,0,29,1,0,1,137,0,0,1,0,0,2,7000.0,0,0,0,3000,1,14,0,1,0,0,0,40,0,0
